Date,Ticker,Open,High,Low,Close,Volume,Gold_Close,Volatility_Label
2024-08-16 15:14:04.510008,AAPL,142.0910833487488,145.55672392612496,141.37678339614692,142.3796147009267,33763517.77629712,1805.1666152714613,0
2024-08-17 15:14:04.510008,AAPL,143.5733679663708,146.23132569849352,142.96182905902916,145.35908643682575,16860282.583807938,1837.8693561685893,0
2024-08-18 15:14:04.510008,AAPL,143.33618921319024,145.10257973940793,143.10702617867912,143.7519976901324,30920382.079639997,1832.3296229388689,0
2024-08-19 15:14:04.510008,AAPL,141.42701204689493,143.21732634685432,141.3291606208674,142.3211580703208,17493609.631502107,1717.423996886552,0
2024-08-20 15:14:04.510008,AAPL,139.61263532227633,140.8875950463746,139.0061415552813,140.77439550731063,40683847.846877106,1842.3846056032571,0
2024-08-21 15:14:04.510008,AAPL,138.15395809309555,140.34141804717814,136.62225429250938,138.26566183873283,18094545.06060677,1744.214657267119,0
2024-08-22 15:14:04.510008,AAPL,128.50763881727312,134.41018926180962,127.66983100003691,131.292274375046,36812506.28497857,1805.129489373645,2
2024-08-23 15:14:04.510008,AAPL,135.72233768712968,136.30051217187014,133.4764663881076,133.87858856322623,10879738.682339482,1793.116138230396,2
2024-08-24 15:14:04.510008,AAPL,135.85530031312626,136.44753494574425,134.67862898310705,136.1506829621719,26630205.813686848,1844.5562351715846,2
2024-08-25 15:14:04.510008,AAPL,132.21046561725288,134.0556374583993,131.09414906428495,132.12979242086683,23671309.497810714,1784.7988233916078,2
2024-08-26 15:14:04.510008,AAPL,130.62284016520638,132.63950061432794,130.01291322954802,131.06898584821786,45079154.090453856,1842.6702790591746,1
2024-08-27 15:14:04.510008,AAPL,131.3084661791303,131.4705323447699,128.77696602046635,129.20181734366486,31757694.600499474,1690.7432345496056,1
2024-08-28 15:14:04.510008,AAPL,127.00252679202026,127.75720951790625,125.77082202487354,127.46078916551595,27139593.506839756,1810.4933127529248,1
2024-08-29 15:14:04.510008,AAPL,122.45054281128408,122.67897277934667,121.78685537804941,122.18256592908892,2643089.30205319,1813.9110293150168,1
2024-08-30 15:14:04.510008,AAPL,119.89805474469436,122.68377921022856,118.44962935939654,120.7143328774862,41241607.92892863,1788.1062532353315,1
2024-08-31 15:14:04.510008,AAPL,122.36861296902376,122.70259204115443,121.5001360177147,122.22715971972347,36281790.29075764,1752.7618142108847,1
2024-09-01 15:14:04.510008,AAPL,128.0316356991066,130.74970932692833,127.11689696525062,128.71118765133642,17939103.681692053,1712.863987554786,2
2024-09-02 15:14:04.510008,AAPL,131.02326497468846,132.16054599267179,129.41196451922565,129.7949242870476,25788545.265338834,1876.7022155744592,2
2024-09-03 15:14:04.510008,AAPL,130.0551895521857,130.23005945311402,127.65396227516483,130.17765346932597,28691525.99587124,1826.0504615868356,2
2024-09-04 15:14:04.510008,AAPL,128.48964988742065,129.38178722240494,127.11336244088437,128.9070200228823,21782402.893816914,1813.2942012139565,2
2024-09-05 15:14:04.510008,AAPL,127.15815937628187,130.37686894350074,124.51572486358246,127.4324337114216,6548664.246197008,1804.9862456144347,2
2024-09-06 15:14:04.510008,AAPL,130.21114260137898,131.06663082537736,129.77980068929853,129.93509920111893,40339818.98130256,1857.0095759235473,2
2024-09-07 15:14:04.510008,AAPL,130.75241470608253,131.19909835868185,130.23351382157816,130.7589783826628,46072925.204225264,1737.9019550129474,2
2024-09-08 15:14:04.510008,AAPL,129.43289325743277,130.6177093961811,128.45390069621752,129.17196441378707,7901993.998610193,1737.7460613968192,2
2024-09-09 15:14:04.510008,AAPL,127.34278582130707,127.47658433934926,125.90533269415033,126.62291926929088,18757301.056715023,1895.0478047472673,2
2024-09-10 15:14:04.510008,AAPL,127.09444963868589,127.13690422648685,126.04635878554586,126.2770651340267,8284473.659902534,1859.0282514773878,2
2024-09-11 15:14:04.510008,AAPL,123.96227597709054,125.19411918721768,122.71956944245355,124.99896364179743,30173865.848682147,1803.4964645956472,1
2024-09-12 15:14:04.510008,AAPL,125.05693132945409,126.64209507882123,124.6834398231923,125.04765306265062,2790933.724556649,1801.6937456444998,1
2024-09-13 15:14:04.510008,AAPL,125.56225901889107,125.90495433858597,124.37828404333955,124.53737604892098,23211152.90265335,1670.4515095803495,1
2024-09-14 15:14:04.510008,AAPL,125.51673177576671,126.83974510775398,125.22251148647295,125.57370265474437,43227495.42966235,1857.675342596123,0
2024-09-15 15:14:04.510008,AAPL,123.00775263326352,123.82008350325287,121.53825814443107,122.49748217081752,21027974.383806724,1849.983919657373,1
2024-09-16 15:14:04.510008,AAPL,125.36168011197555,125.55797455186752,124.9597115264015,125.26485319950095,1965816.3499638436,1866.877754749708,1
2024-09-17 15:14:04.510008,AAPL,133.22516905594057,133.76906276125118,132.20279174857492,132.4885971111089,12670956.2712896,1791.3837300920934,2
2024-09-18 15:14:04.510008,AAPL,135.22440906919587,138.59713193698627,133.0021904688879,135.75738742491922,33736171.69196166,1784.75895962252,2
2024-09-19 15:14:04.510008,AAPL,134.72617381656005,136.9843814521785,134.69642599470603,136.4205157728397,5189918.011868936,1819.906651112106,2
2024-09-20 15:14:04.510008,AAPL,138.32087899647618,141.20237023260486,136.82441945623316,138.91710158862597,13711748.238133332,1741.144321180735,2
2024-09-21 15:14:04.510008,AAPL,136.85118873947255,137.6243204158091,135.56730450583208,136.20970639329838,21061170.95737078,1699.7035296058139,1
2024-09-22 15:14:04.510008,AAPL,130.93137656030248,134.0198090493529,130.42813581746768,132.0300796340093,43554930.818997726,1888.722818414502,1
2024-09-23 15:14:04.510008,AAPL,133.9457807481966,136.52608884991187,132.03692961987014,134.1560642679962,2100996.107685752,1819.390088444603,1
2024-09-24 15:14:04.510008,AAPL,133.36519114382966,133.5625792607111,132.36679323028332,132.78628388971813,49235706.85447405,1718.5915803671687,1
2024-09-25 15:14:04.510008,AAPL,128.62151412656604,129.77770093734085,128.59985270062256,129.3222544475489,45800641.52146445,1813.9922627548842,2
2024-09-26 15:14:04.510008,AAPL,127.81483482947243,128.21880967474377,125.84609074509763,127.12814080281836,11114642.316269558,1755.3813611192484,2
2024-09-27 15:14:04.510008,AAPL,124.35583284451262,124.52201112592238,123.20428546090073,124.34805320830202,30273242.00634511,1887.6737222231288,2
2024-09-28 15:14:04.510008,AAPL,124.90023699246521,126.28595096371458,124.03955686275533,124.74517942933217,26426967.55885904,1855.2185032509065,2
2024-09-29 15:14:04.510008,AAPL,125.35310762313078,126.49881270286521,125.24968119850658,126.26912577011099,30554453.363853022,1774.0241098504025,2
2024-09-30 15:14:04.510008,AAPL,127.7845144533547,129.31679572521628,127.13678631829583,128.5953325886711,28753827.374547962,1734.366945157589,2
2024-10-01 15:14:04.510008,AAPL,131.58417894363265,132.67857698742785,128.58626637818074,130.98164039519554,11532078.550947081,1776.0181086881112,2
2024-10-02 15:14:04.510008,AAPL,134.05779741890342,134.62328946232324,132.15483827170462,133.04096917125966,6223314.403554819,1811.0004907322682,2
2024-10-03 15:14:04.510008,AAPL,133.08607338292293,133.66746265983062,131.80162906469883,132.55714054577817,22306539.591583565,1840.3875967727738,2
