Date,Ticker,Open,High,Low,Close,Volume,Gold_Close,MA_5,MA_20,ROC,Price_Range,Volume_Change,Volatility,Volatility_Label
2024-09-03 15:14:42.821618,STOCK00,214.52493437031433,216.33553637881704,211.99863641562862,215.15268299248473,8284953,1809.0265420902715,213.49872886882758,226.21833981536878,-1.2144019710227583,4.336899963188415,0.0,0.034458169417385914,2
2024-09-04 15:14:42.821618,STOCK00,211.08123347339966,213.1745810293091,208.14063079377635,209.40980466458345,6748035,1932.1785791699276,212.53369581418934,225.2426793409085,-2.2522771490539992,5.033950235532757,-18.550714771707213,0.01869927924435462,1
2024-09-05 15:14:42.821618,STOCK00,199.27185908718042,213.13061781024425,192.61367992712778,207.50735904393093,6352825,1768.6290557811262,212.3211859867075,224.20486390622236,-0.5094450808720721,20.51693788311647,-5.856667904063924,0.018725105329105887,1
2024-09-06 15:14:42.821618,STOCK00,210.7961480842623,212.00388401487467,207.20935055480425,208.3418102585368,4578226,1775.2305378534377,210.97760113230342,223.24163965267613,-3.123748053853301,4.794533460070426,-27.934013608119223,0.0188166153182096,1
2024-09-07 15:14:42.821618,STOCK00,202.5352992229864,204.2972023904705,200.23512103724354,203.92141908624203,9900019,1823.7659430106153,208.86661520915558,221.67743997933394,-4.921255737342606,4.062081353226944,116.24137821068685,0.017037028752604867,0
2024-09-08 15:14:42.821618,STOCK00,205.30852325289698,208.4109732750992,202.54060333285048,205.82131775108311,4678086,1865.9419310545386,207.00034216087528,220.00652834827923,-4.337089880365358,5.870369942248715,-52.74669674876381,0.016561442027999227,0
2024-09-09 15:14:42.821618,STOCK00,206.03052508769008,208.23031658075433,202.6273203715209,203.71989926795388,1996530,1823.584405259892,205.86236108154935,218.32129689646808,-2.7171150872057894,5.6029962092334245,-57.3216482125382,0.01657312721298156,0
2024-09-10 15:14:42.821618,STOCK00,199.75491657735682,203.94907687784038,197.12286300848268,202.89870073385615,2045482,1723.5117848413597,204.9406294195344,216.44478632920703,-2.2209613824342,6.8262138693577015,2.4518539666321066,0.015946320344465158,0
2024-09-11 15:14:42.821618,STOCK00,193.92124213357235,205.52537785777307,192.65947435763448,200.82278832566078,1570451,1913.832581319942,203.43682503295918,214.5542262031876,-3.608983680973818,12.865903500138586,-23.223426067792335,0.0159502837245086,0
2024-09-12 15:14:42.821618,STOCK00,209.2745028149564,210.9841414443851,205.84772195907388,208.62443653602435,6768927,1718.5348694722875,204.37742852291566,213.1433762867026,2.3062890945228918,5.136419485311222,331.01803239961004,0.018997364271547978,1
2024-09-13 15:14:42.821618,STOCK00,210.26905614895776,210.8253169148032,206.56434890063008,208.9442395907633,9652831,1912.824200771377,205.00201289085172,211.66986026676454,1.5172975636357473,4.26096801417313,42.6050391738602,0.01885756915003174,1
2024-09-14 15:14:42.821618,STOCK00,208.36404453415503,211.3864134720305,203.388064204288,204.90088410771466,1703662,1771.3207420829954,205.23820985880383,210.42883896973203,0.5797101039243233,7.998349267742498,-82.35064925512526,0.01783453874682664,0
2024-09-15 15:14:42.821618,STOCK00,209.08833020793878,212.2105770171869,205.41550163186878,208.64109474133312,7094467,1814.4921132084235,206.38668866029926,209.75037085240592,2.8301778112464695,6.795075385318114,316.42456074033464,0.017407733034293844,0
2024-09-16 15:14:42.821618,STOCK00,201.45073792278814,206.56443258986351,195.16748394404937,203.92288173379373,9370262,1787.2589365813817,207.00670734192582,208.94090756718165,1.5436960287125066,11.396948645814149,32.078449304225394,0.017881894980292422,0
2024-09-17 15:14:42.821618,STOCK00,211.99538909011278,220.7383588965164,201.02815490622257,205.14236689825378,5043064,1764.7764948270235,206.3102934143717,208.39551343429648,-1.669061254561757,19.71020399029382,-46.180117482307324,0.017662315692873454,0
2024-09-18 15:14:42.821618,STOCK00,190.47712355487718,198.23009225775508,184.65219902340138,197.4719819456513,4185714,1763.5842425026058,204.01584188534935,207.37923145147596,-5.490583357350017,13.577893234353695,-17.00057742673898,0.019035745346465058,1
2024-09-19 15:14:42.821618,STOCK00,188.94098803971727,193.27393255023625,187.2499392808914,192.58240510579265,8021855,1811.7326002577543,201.55214608496493,206.29660320987688,-6.011920863868159,6.023993269344857,91.6484260510871,0.01937795709432358,1
2024-09-20 15:14:42.821618,STOCK00,195.37342292037624,196.40122715272102,192.21798261664193,193.6878438918842,8750575,1812.6377753768943,198.56149591507514,205.55249999540405,-7.166972962822834,4.183244536079087,9.084183147164838,0.018870548433118337,1
2024-09-21 15:14:42.821618,STOCK00,197.60480821366332,199.5575974019126,194.64709110548336,196.89767541407375,8229039,1816.306651112106,197.15645465113113,204.64439703957987,-3.445030915604102,4.910506296429247,-5.960019770129391,0.017770099636323516,0
2024-09-22 15:14:42.821618,STOCK00,202.10217177054616,206.44748524643921,196.11048362304862,197.92749413502585,7918889,1737.444321180735,195.71348009848558,203.8169543112321,-3.5170076626864466,10.337001623390591,-3.768969863917281,0.017888246874271135,0
2024-09-23 15:14:42.821618,STOCK00,195.49651224969494,198.11772154426964,188.4298103280031,197.82652965329746,7193956,1862.3347368264795,195.7843896400148,202.95064664427272,0.17954329730875024,9.687911216266542,-9.15447861436118,0.017834303636384923,0
